ReviewID,ProductID,CustomerID,Category,Channel,Platform,Rating,Sentiment,ReviewDate,HelpfulVotes,VerifiedPurchase
REV-00560,PROD-LEHENGA-001,2442,Lehenga Choli,Flipkart,Mobile App,4,Positive,2022-10-23,70,False
REV-00561,PROD-SET-002,4692,Set,Nalli,Tablet App,3,Neutral,2022-01-11,68,False
REV-00562,PROD-KURTA-003,1735,kurta,Ajio,Desktop Web,4,Positive,2023-12-06,20,True
REV-00563,PROD-DRESS-002,1592,Western Dress,Amazon,Desktop Web,5,Positive,2023-06-02,85,False
REV-00564,PROD-KURTA-002,4503,kurta,Amazon,Mobile Web,5,Positive,2024-08-02,85,True
REV-00565,PROD-TOP-001,2711,Top,Flipkart,Desktop Web,3,Neutral,2024-09-24,85,True
REV-00566,PROD-SET-001,1586,Set,Flipkart,Tablet App,4,Positive,2022-05-23,57,True
REV-00567,PROD-SUIT-001,4634,Suit,Nalli,Mobile Web,5,Positive,2022-11-09,103,True
REV-00568,PROD-ETHNIC-001,2017,Ethnic Dress,Myntra,Tablet App,3,Neutral,2023-10-04,35,True
REV-00569,PROD-SET-002,3932,Set,Ajio,Tablet App,5,Positive,2023-11-11,45,True
REV-00570,PROD-BOTTOM-002,4970,Bottom,Amazon,Mobile Web,5,Positive,2022-12-26,109,True
REV-00571,PROD-LEHENGA-001,618,Lehenga Choli,Amazon,Mobile App,3,Neutral,2022-06-06,104,False
REV-00572,PROD-JACKET-001,301,Jacket,Nalli,Mobile Web,4,Positive,2023-03-12,69,False
REV-00573,PROD-BOTTOM-002,2997,Bottom,Ajio,Desktop Web,5,Positive,2022-11-01,114,False
REV-00574,PROD-TOP-002,4182,Top,Amazon,Tablet App,3,Neutral,2024-10-23,46,False
REV-00575,PROD-KURTA-001,4212,kurta,Myntra,Tablet App,5,Positive,2022-12-06,20,True
REV-00576,PROD-JACKET-001,3961,Jacket,Flipkart,Mobile App,5,Positive,2022-10-27,28,True
REV-00577,PROD-DRESS-002,1918,Western Dress,Amazon,Desktop Web,2,Negative,2024-01-27,66,True
REV-00578,PROD-BLOUSE-001,381,Blouse,Amazon,Mobile Web,4,Positive,2024-07-20,13,False
REV-00579,PROD-TOP-001,4741,Top,Nalli,Desktop Web,5,Positive,2023-06-24,48,True
REV-00580,PROD-SAREE-002,4233,Saree,Flipkart,Tablet App,5,Positive,2022-06-09,116,True
REV-00581,PROD-DUPATTA-001,3989,Dupatta,Ajio,Mobile App,4,Positive,2023-12-08,64,True
REV-00582,PROD-BOTTOM-001,4216,Bottom,Flipkart,Desktop Web,3,Neutral,2022-06-07,19,True
REV-00583,PROD-SET-003,1887,Set,Ajio,Mobile Web,4,Positive,2022-08-31,92,True
REV-00584,PROD-BOTTOM-002,1727,Bottom,Nalli,Desktop Web,5,Positive,2024-09-08,82,True
REV-00585,PROD-KURTA-001,4699,kurta,Nalli,Desktop Web,4,Positive,2022-09-19,17,False
REV-00586,PROD-KURTA-002,459,kurta,Myntra,Mobile Web,5,Positive,2022-10-28,118,True
REV-00587,PROD-DUPATTA-001,2323,Dupatta,Amazon,Desktop Web,5,Positive,2022-02-08,57,False
REV-00588,PROD-BOTTOM-002,1798,Bottom,Ajio,Desktop Web,5,Positive,2022-12-16,101,False
REV-00589,PROD-SET-003,2167,Set,Myntra,Mobile Web,5,Positive,2024-11-12,118,True
REV-00590,PROD-SUIT-001,3099,Suit,Ajio,Desktop Web,5,Positive,2023-04-16,13,True
REV-00591,PROD-DRESS-001,3439,Western Dress,Myntra,Mobile App,4,Positive,2024-10-29,22,True
REV-00592,PROD-SUIT-001,4124,Suit,Amazon,Mobile App,5,Positive,2024-12-24,61,True
REV-00593,PROD-SUIT-001,3535,Suit,Nalli,Tablet App,4,Positive,2022-01-03,47,True
REV-00594,PROD-DUPATTA-001,3124,Dupatta,Flipkart,Mobile App,4,Positive,2024-09-14,54,True
REV-00595,PROD-TOP-001,687,Top,Flipkart,Tablet App,4,Positive,2023-04-22,32,True
REV-00596,PROD-KURTA-001,4735,kurta,Nalli,Mobile App,5,Positive,2022-01-15,66,True
REV-00597,PROD-BLOUSE-001,3350,Blouse,Flipkart,Mobile App,5,Positive,2023-10-09,19,True
REV-00598,PROD-JACKET-001,4626,Jacket,Flipkart,Mobile Web,4,Positive,2024-05-17,87,True
REV-00599,PROD-DRESS-001,1465,Western Dress,Flipkart,Tablet App,4,Positive,2024-09-15,32,True
REV-00600,PROD-JACKET-001,1132,Jacket,Amazon,Desktop Web,4,Positive,2024-03-26,57,True
REV-00601,PROD-SET-001,2773,Set,Nalli,Mobile App,4,Positive,2024-03-31,20,True
REV-00602,PROD-KURTA-001,3864,kurta,Nalli,Tablet App,5,Positive,2022-10-25,11,True
REV-00603,PROD-TOP-001,4990,Top,Amazon,Tablet App,4,Positive,2022-06-13,119,True
REV-00604,PROD-SUIT-001,4895,Suit,Amazon,Desktop Web,5,Positive,2023-08-10,81,True
REV-00605,PROD-BOTTOM-001,2343,Bottom,Myntra,Mobile App,1,Negative,2024-11-27,100,False
REV-00606,PROD-DUPATTA-001,1389,Dupatta,Amazon,Mobile Web,4,Positive,2023-04-20,30,True
REV-00607,PROD-SET-003,3273,Set,Flipkart,Tablet App,3,Neutral,2023-07-20,51,False
REV-00608,PROD-DRESS-001,739,Western Dress,Nalli,Mobile Web,4,Positive,2022-05-21,92,False
REV-00609,PROD-JACKET-001,1854,Jacket,Nalli,Desktop Web,4,Positive,2023-07-21,58,True
REV-00610,PROD-JACKET-001,3336,Jacket,Nalli,Mobile App,1,Negative,2022-12-25,71,True
REV-00611,PROD-DUPATTA-001,4205,Dupatta,Flipkart,Mobile Web,4,Positive,2022-08-28,88,True
REV-00612,PROD-BLOUSE-001,2783,Blouse,Ajio,Tablet App,5,Positive,2023-05-14,114,False
REV-00613,PROD-KURTA-001,554,kurta,Ajio,Desktop Web,4,Positive,2023-06-13,86,True
REV-00614,PROD-SAREE-001,4232,Saree,Nalli,Mobile App,4,Positive,2023-12-25,89,True
REV-00615,PROD-DRESS-002,2802,Western Dress,Amazon,Desktop Web,4,Positive,2024-03-28,60,True
REV-00616,PROD-SAREE-002,1498,Saree,Myntra,Tablet App,4,Positive,2023-07-06,94,True
REV-00617,PROD-DRESS-002,1694,Western Dress,Myntra,Desktop Web,5,Positive,2023-06-28,106,True
REV-00618,PROD-SUIT-001,983,Suit,Amazon,Tablet App,4,Positive,2022-08-07,78,True
REV-00619,PROD-LEHENGA-001,3041,Lehenga Choli,Nalli,Mobile Web,5,Positive,2024-09-14,63,False
REV-00620,PROD-TOP-001,2296,Top,Ajio,Desktop Web,4,Positive,2024-11-12,96,False
REV-00621,PROD-SET-002,3919,Set,Nalli,Mobile App,2,Negative,2024-05-16,64,True
REV-00622,PROD-BLOUSE-001,3746,Blouse,Amazon,Tablet App,5,Positive,2022-12-24,40,True
REV-00623,PROD-KURTA-001,4760,kurta,Amazon,Mobile Web,5,Positive,2024-02-17,46,False
REV-00624,PROD-TOP-001,1943,Top,Flipkart,Tablet App,3,Neutral,2023-06-23,78,True
REV-00625,PROD-SAREE-002,1725,Saree,Ajio,Mobile Web,3,Neutral,2024-05-18,46,True
REV-00626,PROD-TOP-001,4718,Top,Myntra,Mobile App,4,Positive,2022-09-26,92,True
REV-00627,PROD-DRESS-002,1607,Western Dress,Myntra,Desktop Web,5,Positive,2024-02-20,60,True
REV-00628,PROD-SET-003,4236,Set,Nalli,Mobile Web,4,Positive,2022-10-03,100,True
REV-00629,PROD-TOP-002,3264,Top,Amazon,Desktop Web,4,Positive,2022-04-08,7,True
REV-00630,PROD-TOP-001,3686,Top,Flipkart,Mobile Web,4,Positive,2022-07-17,46,True
REV-00631,PROD-LEHENGA-001,2820,Lehenga Choli,Amazon,Tablet App,5,Positive,2023-06-12,15,True
REV-00632,PROD-SUIT-001,2332,Suit,Flipkart,Mobile Web,3,Neutral,2022-12-24,86,False
REV-00633,PROD-BOTTOM-002,643,Bottom,Ajio,Mobile Web,5,Positive,2024-07-04,59,True
REV-00634,PROD-SET-003,3456,Set,Nalli,Tablet App,5,Positive,2023-11-22,108,True
REV-00635,PROD-KURTA-003,2569,kurta,Flipkart,Mobile Web,3,Neutral,2023-04-13,90,True
REV-00636,PROD-SUIT-001,3645,Suit,Flipkart,Tablet App,5,Positive,2023-07-10,52,True
REV-00637,PROD-SET-003,1923,Set,Flipkart,Mobile App,5,Positive,2022-09-14,26,True
REV-00638,PROD-BLOUSE-001,3877,Blouse,Nalli,Mobile App,3,Neutral,2022-05-11,3,True
REV-00639,PROD-DUPATTA-001,852,Dupatta,Flipkart,Desktop Web,5,Positive,2022-06-20,10,True
REV-00640,PROD-TOP-002,3631,Top,Myntra,Desktop Web,4,Positive,2023-08-05,67,True
REV-00641,PROD-KURTA-001,2665,kurta,Ajio,Tablet App,2,Negative,2024-01-01,111,False
REV-00642,PROD-TOP-001,4418,Top,Myntra,Tablet App,4,Positive,2022-10-04,80,False
REV-00643,PROD-ETHNIC-001,2537,Ethnic Dress,Flipkart,Tablet App,4,Positive,2024-12-29,69,True
REV-00644,PROD-KURTA-003,3377,kurta,Flipkart,Desktop Web,4,Positive,2024-01-20,38,True
REV-00645,PROD-KURTA-001,2818,kurta,Flipkart,Tablet App,4,Positive,2022-10-07,68,True
REV-00646,PROD-BOTTOM-002,2455,Bottom,Amazon,Tablet App,5,Positive,2024-09-04,102,True
REV-00647,PROD-SUIT-001,4491,Suit,Flipkart,Desktop Web,4,Positive,2022-01-15,52,False
REV-00648,PROD-ETHNIC-001,3193,Ethnic Dress,Ajio,Desktop Web,4,Positive,2022-12-01,33,True
REV-00649,PROD-ETHNIC-001,2228,Ethnic Dress,Flipkart,Mobile Web,5,Positive,2024-11-24,52,True
REV-00650,PROD-KURTA-003,905,kurta,Ajio,Tablet App,3,Neutral,2023-08-17,34,False
REV-00651,PROD-BOTTOM-002,1247,Bottom,Amazon,Mobile App,3,Neutral,2022-02-09,23,True
REV-00652,PROD-TOP-002,68,Top,Myntra,Mobile App,4,Positive,2024-06-16,19,True
REV-00653,PROD-BOTTOM-002,2553,Bottom,Ajio,Mobile Web,4,Positive,2024-05-10,59,True
REV-00654,PROD-SAREE-001,460,Saree,Flipkart,Tablet App,3,Neutral,2022-10-27,9,False
REV-00655,PROD-BOTTOM-002,3126,Bottom,Amazon,Mobile App,3,Neutral,2023-05-28,98,True
REV-00656,PROD-BLOUSE-001,2025,Blouse,Amazon,Desktop Web,5,Positive,2024-06-26,58,True
REV-00657,PROD-DUPATTA-001,3874,Dupatta,Ajio,Mobile Web,5,Positive,2023-03-03,119,True
REV-00658,PROD-SET-003,4503,Set,Nalli,Mobile App,5,Positive,2022-03-28,32,True
REV-00659,PROD-TOP-002,1785,Top,Amazon,Desktop Web,3,Neutral,2022-04-17,81,True
REV-00660,PROD-SAREE-001,4790,Saree,Amazon,Tablet App,1,Negative,2023-07-20,101,True
REV-00661,PROD-KURTA-001,4885,kurta,Myntra,Mobile Web,5,Positive,2024-08-31,98,True
REV-00662,PROD-DRESS-002,2773,Western Dress,Amazon,Mobile App,3,Neutral,2022-07-07,45,True
REV-00663,PROD-LEHENGA-001,3997,Lehenga Choli,Myntra,Mobile Web,5,Positive,2022-09-15,71,True
REV-00664,PROD-BOTTOM-001,3095,Bottom,Flipkart,Desktop Web,5,Positive,2022-02-13,32,True
REV-00665,PROD-BOTTOM-002,4447,Bottom,Ajio,Desktop Web,5,Positive,2023-08-27,72,True
REV-00666,PROD-LEHENGA-001,2256,Lehenga Choli,Nalli,Desktop Web,4,Positive,2024-08-17,8,False
REV-00667,PROD-SET-002,4437,Set,Flipkart,Tablet App,4,Positive,2023-06-24,0,False
REV-00668,PROD-BLOUSE-001,2983,Blouse,Nalli,Desktop Web,5,Positive,2022-02-08,41,True
REV-00669,PROD-LEHENGA-001,4294,Lehenga Choli,Ajio,Desktop Web,5,Positive,2023-01-24,78,True
REV-00670,PROD-SAREE-001,905,Saree,Amazon,Mobile App,4,Positive,2023-10-22,5,True
REV-00671,PROD-SET-003,877,Set,Ajio,Desktop Web,5,Positive,2023-02-18,12,True
REV-00672,PROD-JACKET-001,4014,Jacket,Nalli,Mobile Web,5,Positive,2024-03-06,6,True
REV-00673,PROD-DRESS-002,108,Western Dress,Myntra,Tablet App,5,Positive,2022-05-26,118,True
REV-00674,PROD-BOTTOM-001,2957,Bottom,Nalli,Tablet App,5,Positive,2022-05-05,105,True
REV-00675,PROD-KURTA-002,4334,kurta,Amazon,Mobile App,5,Positive,2023-06-29,106,True
REV-00676,PROD-KURTA-003,796,kurta,Amazon,Desktop Web,5,Positive,2024-11-29,68,True
REV-00677,PROD-DRESS-001,4670,Western Dress,Myntra,Tablet App,3,Neutral,2023-05-25,95,True
REV-00678,PROD-JACKET-001,3499,Jacket,Amazon,Desktop Web,4,Positive,2024-07-28,101,True
REV-00679,PROD-LEHENGA-001,1296,Lehenga Choli,Nalli,Tablet App,4,Positive,2023-11-23,119,True
REV-00680,PROD-SAREE-001,3046,Saree,Ajio,Tablet App,5,Positive,2023-10-27,105,True
REV-00681,PROD-SUIT-001,3073,Suit,Nalli,Mobile Web,4,Positive,2023-03-15,46,True
REV-00682,PROD-BOTTOM-001,284,Bottom,Flipkart,Mobile App,5,Positive,2022-01-01,66,True
REV-00683,PROD-TOP-002,1760,Top,Flipkart,Mobile App,1,Negative,2023-03-31,98,True
REV-00684,PROD-LEHENGA-001,773,Lehenga Choli,Amazon,Tablet App,4,Positive,2022-11-13,45,True
REV-00685,PROD-SET-002,1909,Set,Flipkart,Mobile Web,4,Positive,2023-05-27,11,False
REV-00686,PROD-BLOUSE-001,633,Blouse,Flipkart,Tablet App,5,Positive,2023-03-22,22,True
REV-00687,PROD-JACKET-001,4877,Jacket,Flipkart,Mobile App,5,Positive,2022-07-15,93,False
REV-00688,PROD-BLOUSE-001,2740,Blouse,Flipkart,Tablet App,2,Negative,2022-04-25,53,True
REV-00689,PROD-DRESS-002,3134,Western Dress,Amazon,Mobile Web,5,Positive,2022-01-24,67,True
REV-00690,PROD-SAREE-001,2678,Saree,Nalli,Desktop Web,4,Positive,2022-11-03,19,True
REV-00691,PROD-BLOUSE-001,738,Blouse,Myntra,Tablet App,5,Positive,2024-10-30,37,True
REV-00692,PROD-SET-002,3899,Set,Nalli,Mobile App,3,Neutral,2022-06-19,70,True
REV-00693,PROD-TOP-001,3560,Top,Myntra,Desktop Web,3,Neutral,2024-10-24,61,False
REV-00694,PROD-DRESS-001,4598,Western Dress,Nalli,Desktop Web,4,Positive,2023-02-06,31,True
REV-00695,PROD-TOP-001,4719,Top,Amazon,Mobile App,5,Positive,2023-10-25,85,True
REV-00696,PROD-ETHNIC-001,2628,Ethnic Dress,Flipkart,Mobile App,4,Positive,2023-01-26,98,True
REV-00697,PROD-SET-003,1195,Set,Ajio,Mobile App,5,Positive,2024-06-24,118,True
REV-00698,PROD-DRESS-001,703,Western Dress,Amazon,Mobile App,5,Positive,2022-11-16,31,False
REV-00699,PROD-SET-002,113,Set,Flipkart,Mobile App,5,Positive,2023-08-13,39,True
REV-00700,PROD-BOTTOM-002,4408,Bottom,Myntra,Desktop Web,1,Negative,2023-03-05,69,False
REV-00701,PROD-TOP-001,151,Top,Ajio,Mobile App,4,Positive,2022-10-17,32,True
REV-00702,PROD-KURTA-002,435,kurta,Ajio,Mobile App,4,Positive,2023-07-10,8,True
REV-00703,PROD-TOP-001,884,Top,Amazon,Mobile Web,5,Positive,2024-01-08,111,True
REV-00704,PROD-DRESS-002,816,Western Dress,Flipkart,Tablet App,5,Positive,2024-11-07,110,False
REV-00705,PROD-LEHENGA-001,4102,Lehenga Choli,Ajio,Mobile App,3,Neutral,2023-02-12,5,True
REV-00706,PROD-DUPATTA-001,3223,Dupatta,Myntra,Mobile App,4,Positive,2024-09-30,44,True
REV-00707,PROD-SAREE-002,4107,Saree,Flipkart,Mobile App,5,Positive,2023-04-29,80,True
REV-00708,PROD-BLOUSE-001,4547,Blouse,Flipkart,Desktop Web,5,Positive,2022-03-02,19,True
REV-00709,PROD-BLOUSE-001,3132,Blouse,Nalli,Desktop Web,5,Positive,2022-06-29,53,True
REV-00710,PROD-JACKET-001,4960,Jacket,Flipkart,Tablet App,3,Neutral,2023-10-02,69,True
REV-00711,PROD-DRESS-001,1132,Western Dress,Flipkart,Desktop Web,5,Positive,2023-02-19,55,True
REV-00712,PROD-JACKET-001,556,Jacket,Nalli,Mobile App,5,Positive,2023-10-13,23,True
REV-00713,PROD-SET-002,3392,Set,Ajio,Mobile Web,5,Positive,2023-10-15,56,True
REV-00714,PROD-SET-002,1078,Set,Myntra,Mobile App,5,Positive,2022-08-07,97,False
REV-00715,PROD-SUIT-001,4886,Suit,Myntra,Desktop Web,4,Positive,2023-04-18,87,True
REV-00716,PROD-SAREE-002,1099,Saree,Nalli,Tablet App,2,Negative,2024-09-03,91,True
REV-00717,PROD-SET-003,3882,Set,Myntra,Desktop Web,5,Positive,2024-10-03,24,True
REV-00718,PROD-KURTA-002,2211,kurta,Ajio,Desktop Web,4,Positive,2022-01-31,95,True
REV-00719,PROD-DRESS-001,4014,Western Dress,Flipkart,Tablet App,2,Negative,2024-06-18,113,True
REV-00720,PROD-ETHNIC-001,4981,Ethnic Dress,Ajio,Mobile Web,4,Positive,2022-03-27,50,False
REV-00721,PROD-JACKET-001,316,Jacket,Nalli,Mobile App,5,Positive,2024-12-11,57,True
REV-00722,PROD-KURTA-002,4250,kurta,Nalli,Tablet App,5,Positive,2023-05-19,94,True
REV-00723,PROD-LEHENGA-001,1556,Lehenga Choli,Flipkart,Tablet App,4,Positive,2022-04-11,50,True
REV-00724,PROD-TOP-002,2412,Top,Nalli,Mobile App,4,Positive,2024-05-15,88,False
REV-00725,PROD-SET-002,741,Set,Nalli,Mobile App,4,Positive,2024-07-14,23,False
REV-00726,PROD-LEHENGA-001,2650,Lehenga Choli,Ajio,Mobile App,3,Neutral,2024-04-26,22,True
REV-00727,PROD-JACKET-001,3725,Jacket,Amazon,Mobile Web,5,Positive,2023-02-18,41,True
REV-00728,PROD-SET-001,2974,Set,Amazon,Tablet App,3,Neutral,2024-07-09,93,False
REV-00729,PROD-SUIT-001,4509,Suit,Ajio,Mobile App,5,Positive,2024-02-15,98,True
REV-00730,PROD-SAREE-001,1329,Saree,Myntra,Desktop Web,5,Positive,2022-11-04,98,True
REV-00731,PROD-ETHNIC-001,2366,Ethnic Dress,Myntra,Mobile App,4,Positive,2024-07-02,115,True
REV-00732,PROD-DRESS-001,101,Western Dress,Ajio,Tablet App,1,Negative,2023-06-03,109,True
REV-00733,PROD-LEHENGA-001,1949,Lehenga Choli,Myntra,Tablet App,5,Positive,2024-10-07,58,True
REV-00734,PROD-BOTTOM-001,2005,Bottom,Nalli,Mobile Web,2,Negative,2022-01-14,79,False
REV-00735,PROD-DRESS-001,452,Western Dress,Flipkart,Mobile App,2,Negative,2022-10-31,18,True
REV-00736,PROD-JACKET-001,2713,Jacket,Amazon,Mobile App,5,Positive,2023-09-04,13,True
REV-00737,PROD-SET-003,4874,Set,Nalli,Desktop Web,3,Neutral,2023-08-06,58,False
REV-00738,PROD-SAREE-002,2452,Saree,Flipkart,Mobile Web,5,Positive,2022-07-10,114,True
REV-00739,PROD-KURTA-003,2399,kurta,Ajio,Desktop Web,5,Positive,2022-05-13,15,True
REV-00740,PROD-SAREE-001,1720,Saree,Myntra,Mobile App,4,Positive,2024-12-10,13,False
REV-00741,PROD-DUPATTA-001,4955,Dupatta,Flipkart,Tablet App,5,Positive,2024-09-17,77,True
REV-00742,PROD-TOP-001,1063,Top,Nalli,Tablet App,4,Positive,2023-12-26,66,True
REV-00743,PROD-BOTTOM-002,2380,Bottom,Myntra,Mobile App,5,Positive,2023-04-22,15,True
REV-00744,PROD-BOTTOM-001,1699,Bottom,Nalli,Tablet App,5,Positive,2022-08-30,52,True
REV-00745,PROD-SAREE-001,93,Saree,Myntra,Mobile Web,4,Positive,2023-03-11,32,True
REV-00746,PROD-TOP-002,51,Top,Amazon,Mobile Web,4,Positive,2023-10-26,43,True
REV-00747,PROD-JACKET-001,1439,Jacket,Myntra,Mobile Web,5,Positive,2022-03-01,106,True
REV-00748,PROD-BOTTOM-002,1113,Bottom,Ajio,Desktop Web,5,Positive,2022-03-14,80,True
REV-00749,PROD-LEHENGA-001,3392,Lehenga Choli,Amazon,Mobile Web,5,Positive,2024-08-05,72,True
REV-00750,PROD-LEHENGA-001,4731,Lehenga Choli,Flipkart,Mobile Web,4,Positive,2023-03-03,8,True
REV-00751,PROD-TOP-001,3074,Top,Nalli,Desktop Web,5,Positive,2023-11-26,73,False
REV-00752,PROD-BLOUSE-001,2526,Blouse,Flipkart,Mobile App,3,Neutral,2022-08-28,34,True
REV-00753,PROD-KURTA-003,3045,kurta,Ajio,Mobile Web,4,Positive,2023-05-02,27,False
REV-00754,PROD-TOP-002,307,Top,Myntra,Mobile App,3,Neutral,2024-02-06,56,False
REV-00755,PROD-KURTA-001,1263,kurta,Myntra,Mobile Web,5,Positive,2024-10-21,118,True
REV-00756,PROD-DUPATTA-001,1174,Dupatta,Amazon,Desktop Web,4,Positive,2023-11-02,26,True
REV-00757,PROD-BOTTOM-001,949,Bottom,Amazon,Mobile Web,4,Positive,2024-12-05,119,True
REV-00758,PROD-SUIT-001,3825,Suit,Amazon,Mobile App,5,Positive,2023-11-14,66,True
REV-00759,PROD-KURTA-001,1720,kurta,Flipkart,Desktop Web,5,Positive,2023-10-02,24,True
REV-00760,PROD-TOP-001,964,Top,Flipkart,Desktop Web,4,Positive,2024-06-22,20,True
REV-00761,PROD-SET-001,839,Set,Myntra,Mobile Web,1,Negative,2024-11-18,70,True
REV-00762,PROD-TOP-001,4703,Top,Myntra,Desktop Web,3,Neutral,2023-08-04,9,True
REV-00763,PROD-SUIT-001,416,Suit,Myntra,Mobile App,5,Positive,2024-06-27,60,True
REV-00764,PROD-SET-001,3494,Set,Ajio,Desktop Web,4,Positive,2022-06-26,90,False
REV-00765,PROD-JACKET-001,2914,Jacket,Flipkart,Mobile Web,5,Positive,2024-07-02,104,True
REV-00766,PROD-LEHENGA-001,4652,Lehenga Choli,Myntra,Mobile App,2,Negative,2024-08-11,104,True
REV-00767,PROD-SET-001,3855,Set,Myntra,Desktop Web,4,Positive,2024-08-11,18,False
REV-00768,PROD-TOP-001,1503,Top,Flipkart,Mobile Web,5,Positive,2024-03-13,58,True
REV-00769,PROD-KURTA-001,2880,kurta,Ajio,Tablet App,2,Negative,2022-08-20,108,True
REV-00770,PROD-TOP-002,4162,Top,Amazon,Tablet App,5,Positive,2022-09-18,104,True
REV-00771,PROD-SAREE-001,2475,Saree,Nalli,Tablet App,5,Positive,2022-05-26,51,False
REV-00772,PROD-ETHNIC-001,4489,Ethnic Dress,Myntra,Tablet App,4,Positive,2023-05-15,49,True
REV-00773,PROD-SAREE-001,3567,Saree,Nalli,Mobile Web,4,Positive,2024-06-01,69,True
REV-00774,PROD-SET-003,4704,Set,Ajio,Mobile App,5,Positive,2022-06-09,75,False
REV-00775,PROD-BOTTOM-001,3648,Bottom,Myntra,Mobile Web,4,Positive,2022-07-19,51,True
REV-00776,PROD-SUIT-001,2683,Suit,Ajio,Mobile App,3,Neutral,2024-02-16,11,True
REV-00777,PROD-SET-002,1202,Set,Myntra,Tablet App,5,Positive,2022-01-01,68,True
REV-00778,PROD-BLOUSE-001,1603,Blouse,Myntra,Mobile Web,5,Positive,2024-07-04,38,False
REV-00779,PROD-TOP-002,2821,Top,Amazon,Mobile App,5,Positive,2024-06-09,78,False
REV-00780,PROD-BLOUSE-001,512,Blouse,Flipkart,Mobile App,5,Positive,2023-08-26,0,False
REV-00781,PROD-SAREE-002,256,Saree,Myntra,Tablet App,3,Neutral,2023-08-01,89,False
REV-00782,PROD-BLOUSE-001,3327,Blouse,Ajio,Tablet App,5,Positive,2024-02-23,69,True
REV-00783,PROD-SET-003,4551,Set,Ajio,Mobile Web,4,Positive,2023-01-21,107,True
REV-00784,PROD-SET-002,1101,Set,Amazon,Mobile App,4,Positive,2022-09-15,82,True
REV-00785,PROD-SET-002,3578,Set,Myntra,Mobile App,5,Positive,2024-09-23,17,True
REV-00786,PROD-BOTTOM-001,1473,Bottom,Ajio,Tablet App,5,Positive,2024-05-21,70,True
REV-00787,PROD-BLOUSE-001,3480,Blouse,Nalli,Mobile App,4,Positive,2023-01-16,73,True
REV-00788,PROD-DRESS-002,3366,Western Dress,Nalli,Mobile Web,5,Positive,2023-07-06,4,True
REV-00789,PROD-JACKET-001,928,Jacket,Nalli,Tablet App,4,Positive,2024-01-25,88,True
REV-00790,PROD-SET-002,2290,Set,Ajio,Mobile App,5,Positive,2024-12-14,66,False
REV-00791,PROD-KURTA-003,4418,kurta,Nalli,Mobile Web,4,Positive,2022-06-09,78,True
REV-00792,PROD-SAREE-001,3841,Saree,Ajio,Tablet App,4,Positive,2022-01-23,73,True
REV-00793,PROD-ETHNIC-001,2370,Ethnic Dress,Myntra,Mobile App,4,Positive,2023-08-27,88,False
REV-00794,PROD-TOP-002,504,Top,Ajio,Desktop Web,5,Positive,2023-06-18,73,True
REV-00795,PROD-TOP-002,2350,Top,Ajio,Mobile App,5,Positive,2022-02-25,16,False
REV-00796,PROD-KURTA-003,2065,kurta,Myntra,Mobile Web,5,Positive,2023-07-24,35,True
REV-00797,PROD-KURTA-001,4848,kurta,Myntra,Tablet App,5,Positive,2022-12-24,47,True
REV-00798,PROD-TOP-001,3973,Top,Myntra,Mobile App,5,Positive,2023-04-29,43,True
REV-00799,PROD-SET-002,4063,Set,Ajio,Tablet App,5,Positive,2022-11-12,30,True
REV-00800,PROD-SET-003,446,Set,Flipkart,Mobile App,4,Positive,2023-12-08,6,True
REV-00801,PROD-BOTTOM-001,3902,Bottom,Nalli,Desktop Web,4,Positive,2023-09-10,48,True
REV-00802,PROD-BOTTOM-002,3562,Bottom,Amazon,Mobile Web,4,Positive,2024-12-22,118,True
REV-00803,PROD-BLOUSE-001,337,Blouse,Amazon,Mobile Web,5,Positive,2024-12-21,108,True
REV-00804,PROD-SUIT-001,2745,Suit,Flipkart,Mobile Web,5,Positive,2023-07-13,102,True
REV-00805,PROD-TOP-001,3778,Top,Myntra,Desktop Web,5,Positive,2024-03-12,66,True
REV-00806,PROD-SET-003,70,Set,Amazon,Mobile App,4,Positive,2022-01-22,52,True
REV-00807,PROD-DUPATTA-001,2880,Dupatta,Myntra,Mobile Web,3,Neutral,2024-07-02,32,True
REV-00808,PROD-KURTA-002,466,kurta,Nalli,Desktop Web,1,Negative,2022-07-08,76,True
REV-00809,PROD-SET-001,3080,Set,Nalli,Desktop Web,3,Neutral,2022-09-24,114,True
REV-00810,PROD-SET-003,621,Set,Ajio,Mobile Web,4,Positive,2024-08-14,98,True
REV-00811,PROD-SAREE-001,2272,Saree,Amazon,Tablet App,4,Positive,2022-06-01,49,True
REV-00812,PROD-KURTA-002,1458,kurta,Ajio,Mobile App,4,Positive,2023-06-27,62,True
REV-00813,PROD-SUIT-001,889,Suit,Myntra,Tablet App,4,Positive,2024-10-04,27,False
REV-00814,PROD-SET-001,847,Set,Amazon,Mobile App,5,Positive,2023-06-15,9,False
REV-00815,PROD-TOP-001,4078,Top,Myntra,Mobile App,5,Positive,2022-02-08,119,True
REV-00816,PROD-BLOUSE-001,3206,Blouse,Nalli,Mobile App,4,Positive,2023-11-07,65,True
REV-00817,PROD-BOTTOM-002,4425,Bottom,Myntra,Mobile App,4,Positive,2022-05-24,49,True
REV-00818,PROD-SET-001,2732,Set,Flipkart,Tablet App,5,Positive,2024-01-06,7,True
REV-00819,PROD-SAREE-002,660,Saree,Ajio,Mobile Web,4,Positive,2023-11-28,82,True
