index,Order ID,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-postal-code,ship-country,B2B
1141,402-8382670-7081102,8382670,Men,38,11/04/2022,Refunded,Myntra,JNE3510-KR-L,kurta,L,1,INR,428,RAIGARH,410218,IN,FALSE
1142,402-3434817-3641933,3434817,Men,47,11/04/2022,Delivered,Myntra,JNE3613-KR-XL,kurta,XL,1,INR,399,NAGPUR,440009,IN,FALSE
1143,171-9026178-2712338,9026178,Men,39,11/04/2022,Delivered,Flipkart,J0230-SKD-L,Set,L,1,INR,999,RAIPUR,492008,IN,FALSE
1144,171-1772770-4108334,1772770,Women,40,11/04/2022,Cancelled,Amazon,J0372-SKD-XXL,Set,XXL,1,INR,1044,Hyderabad,500096,IN,FALSE
1145,408-4810346-7958738,4810346,Women,62,11/04/2022,Refunded,Flipkart,JNE3797-KR-A-L,Western Dress,L,1,INR,725,KOTTARAKKARA,691512,IN,FALSE
1146,171-5036499-1237961,5036499,Women,58,11/04/2022,Delivered,Amazon,SET345-KR-NP-L,Set,L,1,INR,657,MANGALURU,575002,IN,FALSE
1147,402-9923193-2209157,9923193,Men,49,11/04/2022,Delivered,Amazon,JNE3468-KR-M,kurta,M,1,INR,397,NAVI MUMBAI,400709,IN,FALSE
1148,171-8994624-7251518,8994624,Men,56,11/04/2022,Delivered,Flipkart,SET374-KR-NP-M,Set,M,1,INR,636,Vadodara,390009,IN,FALSE
1149,407-1943998-9901109,1943998,Men,33,11/04/2022,Delivered,Myntra,SET184-KR-PP-S,Set,S,1,INR,563,MUMBAI,400074,IN,FALSE
1150,406-4121086-6297136,4121086,Women,26,11/04/2022,Delivered,Amazon,J0339-DR-XXXL,Western Dress,3XL,1,INR,744,pune,411014,IN,FALSE
1151,408-7921257-0326734,7921257,Women,20,11/04/2022,Delivered,Flipkart,SET293-KR-NP-M,Set,M,1,INR,683,MUMBAI,400058,IN,FALSE
1152,171-5616318-2458723,5616318,Men,63,11/04/2022,Delivered,Ajio,BTM045-PP-XL,Bottom,XL,1,INR,331,VADODARA,390022,IN,FALSE
1153,405-9642932-2006758,9642932,Women,28,11/04/2022,Delivered,Myntra,SET389-KR-NP-S,Set,S,1,INR,648,KANPUR,208001,IN,FALSE
1154,406-5276879-7075555,5276879,Women,39,11/04/2022,Refunded,Amazon,J0106-KR-XXXL,Western Dress,3XL,1,INR,999,BENGALURU,560100,IN,FALSE
1155,406-1075951-9174722,1075951,Men,67,11/04/2022,Delivered,Flipkart,SAR001,Saree,Free,1,INR,969,MADHEPURA,852210,IN,FALSE
1156,406-1392839-4713138,1392839,Women,30,11/04/2022,Refunded,Myntra,J0341-DR-XXL,Western Dress,XXL,1,INR,842,NOIDA,201301,IN,FALSE
1157,405-0892155-9847536,892155,Women,24,11/04/2022,Refunded,Amazon,JNE3860-DR-S,Western Dress,S,1,INR,614,MURUD,402202,IN,FALSE
1158,402-6036845-7332322,6036845,Men,19,11/04/2022,Refunded,Amazon,JNE3787-KR-XXL,kurta,XXL,1,INR,487,RAJAHMUNDRY,533101,IN,FALSE
1159,402-2877315-5162760,2877315,Men,45,11/04/2022,Delivered,Amazon,J0119-TP-M,Top,M,1,INR,540,NEW DELHI,110096,IN,FALSE
1160,405-6460858-7129966,6460858,Women,25,11/04/2022,Delivered,Ajio,JNE3779-KR-M,kurta,M,1,INR,346,Vijayawada,520003,IN,FALSE
1161,405-6460858-7129966,6460858,Women,32,11/04/2022,Delivered,Ajio,JNE3421-KR-N-XXL,kurta,XXL,1,INR,399,ERNAKULAM,682306,IN,FALSE
1162,408-1944603-0379557,1944603,Women,42,11/04/2022,Delivered,Ajio,JNE3790-KR-XL,kurta,XL,1,INR,301,MANDSAUR,458002,IN,FALSE
1163,408-0250238-8769138,250238,Women,27,11/04/2022,Delivered,Amazon,JNE3838-KR-XXXL,kurta,3XL,1,INR,387,CHENNAI,600034,IN,FALSE
1164,405-9499050-5171500,9499050,Women,56,11/04/2022,Delivered,Amazon,JNE3405-KR-XS,kurta,XS,1,INR,399,MOHALI,140306,IN,FALSE
1165,403-0222189-7617901,222189,Men,47,11/04/2022,Delivered,Myntra,SET110-KR-PP-XL,Set,XL,1,INR,729,MOHALI,140308,IN,FALSE
1166,408-5663565-1382716,5663565,Women,41,11/04/2022,Delivered,Amazon,J0370-SKD-XXL,Set,XXL,1,INR,1120,BENGALURU,560034,IN,FALSE
1167,171-1606875-0089905,1606875,Women,18,11/04/2022,Delivered,Ajio,J0008-SKD-XL,Set,XL,1,INR,1075,HYDERABAD,500035,IN,FALSE
1168,405-1299137-2024328,1299137,Women,33,11/04/2022,Delivered,Ajio,JNE3465-KR-S,kurta,S,1,INR,523,UJJAIN,456010,IN,FALSE
1169,403-0426424-3530756,426424,Women,20,11/04/2022,Delivered,Myntra,J0301-TP-L,Top,L,1,INR,464,SIOLIM,403517,IN,FALSE
1170,171-5696671-5675553,5696671,Women,42,11/04/2022,Refunded,Amazon,J0346-SET-XL,Set,XL,1,INR,464,HASSAN,573201,IN,FALSE
1171,171-9603913-5850730,9603913,Women,18,11/04/2022,Refunded,Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,735,BENGALURU,560072,IN,FALSE
1172,405-8089566-5121109,8089566,Women,21,11/04/2022,Refunded,Amazon,JNE3860-DR-XXL,Western Dress,XXL,1,INR,614,KOLKATA,700019,IN,FALSE
1173,408-2717249-5331517,2717249,Women,22,11/04/2022,Delivered,Myntra,SET357-KR-NP-L,Set,L,1,INR,725,PITHORAGARH,262501,IN,FALSE
1174,406-0158981-2460343,158981,Women,29,11/04/2022,Delivered,Myntra,SET364-KR-NP-XL,Set,XL,1,INR,1126,HYDERABAD,500085,IN,FALSE
1175,406-6141946-5762720,6141946,Women,36,11/04/2022,Delivered,Amazon,SET132-KR-NP-XXL,Set,XXL,1,INR,547,NEW DELHI,110016,IN,FALSE
1176,404-3264468-0141160,3264468,Women,36,11/04/2022,Delivered,Amazon,SET265-KR-NP-M,Set,M,1,INR,889,GHAZIABAD,201001,IN,FALSE
1177,403-9977490-8025947,9977490,Women,33,11/04/2022,Delivered,Flipkart,SET291-KR-PP-L,Set,L,1,INR,569,NOIDA,201301,IN,FALSE
1178,406-4597589-8227527,4597589,Women,27,11/04/2022,Refunded,Others,JNE3798-KR-A-L,Western Dress,L,1,INR,771,GONDIYA,441601,IN,FALSE
1179,406-2544564-3421918,2544564,Women,54,11/04/2022,Delivered,Myntra,JNE3870-DR-XXXL,Western Dress,3XL,1,INR,721,GURUGRAM,122001,IN,FALSE
1180,405-4833870-8872327,4833870,Women,26,11/04/2022,Delivered,Flipkart,JNE3423-KR-M,kurta,M,1,INR,379,SHILLONG,793018,IN,FALSE
1181,402-7010898-8650751,7010898,Women,31,11/04/2022,Delivered,Amazon,SET356-KR-NP-XXL,Set,XXL,1,INR,1099,KANPUR,208020,IN,FALSE
1182,404-9967268-8442740,9967268,Women,64,11/04/2022,Delivered,Amazon,SET110-KR-PP-XS,Set,XS,1,INR,788,KANPUR,208014,IN,FALSE
1183,407-1897745-3007529,1897745,Women,61,11/04/2022,Refunded,Amazon,JNE3797-KR-XL,Western Dress,XL,1,INR,725,RAMAGUNDAM,505209,IN,FALSE
1184,408-4450198-7298706,4450198,Women,28,11/04/2022,Delivered,Myntra,JNE3788-KR-XS,kurta,XS,1,INR,487,PARLI VAIJNATH,431515,IN,FALSE
1185,406-8761336-2400326,8761336,Women,27,11/04/2022,Delivered,Meesho,SET268-KR-NP-L,Set,L,1,INR,698,MANGALURU,575002,IN,FALSE
1186,406-3528677-3229155,3528677,Women,42,11/04/2022,Delivered,Amazon,SET271-KR-NP-M,Set,M,1,INR,885,Harihar,577601,IN,FALSE
1187,408-8373738-0517923,8373738,Women,34,11/04/2022,Delivered,Amazon,SET374-KR-NP-L,Set,L,1,INR,636,TIRUPPUR,641604,IN,FALSE
1188,408-1366596-3556334,1366596,Women,23,11/04/2022,Delivered,Myntra,JNE3560-KR-XL,kurta,XL,1,INR,481,CHENNAI,600077,IN,FALSE
1189,407-6229553-6805162,6229553,Women,35,11/04/2022,Delivered,Amazon,J0339-DR-XXL,Western Dress,XXL,1,INR,1091,GUWAHATI,781008,IN,FALSE
1190,408-4989878-5077108,4989878,Women,49,11/04/2022,Delivered,Amazon,JNE3440-KR-N-M,kurta,M,1,INR,435,NAVI MUMBAI,400705,IN,FALSE
1191,405-5176395-1833943,5176395,Women,21,11/04/2022,Delivered,Amazon,J0349-SET-XS,Set,XS,1,INR,791,Bengaluru,560010,IN,FALSE
1192,408-2470347-2212333,2470347,Women,41,11/04/2022,Delivered,Myntra,JNE3465-KR-XL,kurta,XL,1,INR,523,CHENNAI,600040,IN,FALSE
1193,171-8121668-5375518,8121668,Women,45,11/04/2022,Delivered,Amazon,SET276-KR-PP-S,Set,S,1,INR,1238,Salem,636004,IN,FALSE
1194,407-1484330-2890736,1484330,Women,32,11/04/2022,Delivered,Amazon,J0295-DR-XXL,Western Dress,XXL,1,INR,859,CHENNAI,600028,IN,FALSE
1195,403-1753921-0793124,1753921,Women,31,11/04/2022,Delivered,Flipkart,SET154-KR-NP-M,Set,M,1,INR,832,BENGALURU,560064,IN,FALSE
1196,404-6968357-9473147,6968357,Women,45,11/04/2022,Returned,Meesho,J0341-DR-L,Western Dress,L,1,INR,743,BENGALURU,560078,IN,FALSE
1197,406-5809177-9237945,5809177,Women,47,11/04/2022,Returned,Amazon,JNE3364-KR-1051-A-L,kurta,L,1,INR,376,PIMPRI CHINCHWAD,412105,IN,FALSE
1198,402-1398058-8566735,1398058,Women,26,11/04/2022,Delivered,Amazon,J0213-TP-XXXL,Top,3XL,1,INR,599,GURUGRAM,122005,IN,FALSE
1199,171-8829622-5044318,8829622,Women,41,11/04/2022,Refunded,Amazon,JNE3800-KR-L,Western Dress,L,1,INR,735,Bangalore,560072,IN,FALSE
1200,408-4573619-9451545,4573619,Women,39,11/04/2022,Delivered,Myntra,JNE3405-KR-S,kurta,S,1,INR,399,PIMPRI CHINCHWAD,411033,IN,FALSE
1201,404-9927746-3838701,9927746,Women,26,11/04/2022,Delivered,Meesho,JNE3794-KR-XXL,kurta,XXL,1,INR,517,PIMPRI CHINCHWAD,411033,IN,FALSE
1202,408-4786933-5305914,4786933,Women,72,11/04/2022,Delivered,Amazon,J0334-TP-S,Top,S,1,INR,563,PUNE,411020,IN,FALSE
1203,408-4786933-5305914,4786933,Women,21,11/04/2022,Delivered,Myntra,J0333-DR-XXL,Western Dress,XXL,1,INR,885,Pune,411038,IN,FALSE
1204,408-4786933-5305914,4786933,Women,30,11/04/2022,Delivered,Myntra,J0095-SET-L,Set,L,1,INR,633,RANCHI,834002,IN,FALSE
1205,408-4786933-5305914,4786933,Women,71,11/04/2022,Delivered,Amazon,J0158-DR-XXXL,Western Dress,3XL,1,INR,721,AMRITSAR,143006,IN,FALSE
1206,403-7002542-6292300,7002542,Women,22,11/04/2022,Delivered,Amazon,J0011-LCD-XL,Set,XL,1,INR,1695,BHUBANESWAR,751003,IN,FALSE
1207,402-6834677-7678748,6834677,Women,32,11/04/2022,Delivered,Amazon,JNE3468-KR-XS,kurta,XS,1,INR,399,"Koyilandy, kozhikode",673620,IN,FALSE
1208,405-5535723-4491520,5535723,Women,71,11/04/2022,Delivered,Flipkart,SET331-KR-NP-XXXL,Set,3XL,1,INR,635,CHENNAI,600039,IN,FALSE
1209,171-8979469-3174739,8979469,Women,76,11/04/2022,Delivered,Amazon,JNE3440-KR-N-L,kurta,L,1,INR,379,RAMPUR,244901,IN,FALSE
1210,404-7768870-2998735,7768870,Women,30,11/04/2022,Refunded,Flipkart,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,735,PUNE,411028,IN,FALSE
1211,405-2713833-5356345,2713833,Women,32,11/04/2022,Delivered,Amazon,SET247-KR-SHA-XS,Set,XS,1,INR,694,SATNA,485001,IN,FALSE
1212,405-4803692-5689168,4803692,Women,39,11/04/2022,Delivered,Flipkart,MEN5008-KR-L,kurta,L,1,INR,495,HYDERABAD,500089,IN,FALSE
1213,402-3727132-9219540,3727132,Women,26,11/04/2022,Delivered,Flipkart,SET268-KR-NP-XS,Set,XS,1,INR,788,Thiruvalla,689581,IN,FALSE
1214,406-2714485-3755510,2714485,Women,39,11/04/2022,Delivered,Flipkart,SET293-KR-NP-M,Set,M,1,INR,702,KOLKATA,700084,IN,FALSE
1215,407-1518509-5932309,1518509,Women,32,11/04/2022,Delivered,Myntra,JNE3461-KR-L,kurta,L,1,INR,399,BENGALURU,560078,IN,FALSE
1216,402-8172172-5965943,8172172,Women,43,11/04/2022,Delivered,Amazon,J0041-SET-M,Set,M,1,INR,660,HOSHANGABAD,461001,IN,FALSE
1217,407-2616604-4625963,2616604,Women,45,11/04/2022,Cancelled,Flipkart,SET331-KR-NP-XS,Set,XS,1,INR,589,SIDDAPUR,581355,IN,FALSE
1218,402-6767779-6718718,6767779,Women,23,11/04/2022,Delivered,Others,JNE3834-KR-XXL,kurta,XXL,1,INR,521,PRODDATUR,516360,IN,FALSE
1219,408-3501607-6055523,3501607,Women,35,11/04/2022,Delivered,Amazon,J0418-TP-XS,Top,XS,1,INR,749,Gandhinagar,382421,IN,FALSE
1220,407-3838385-5235523,3838385,Women,48,11/04/2022,Delivered,Amazon,SET402-KR-NP-M,Set,M,1,INR,988,LUCKNOW,226003,IN,FALSE
1221,407-6957650-9319552,6957650,Women,22,11/04/2022,Delivered,Amazon,SET324-KR-NP-S,Set,S,1,INR,635,MYSURU,570022,IN,FALSE
1222,404-4245640-8749126,4245640,Women,26,11/04/2022,Delivered,Amazon,SET380-KR-NP-S,Set,S,1,INR,1186,MUMBAI,400018,IN,FALSE
1223,402-3967649-7487511,3967649,Women,20,11/04/2022,Delivered,Amazon,SET145-KR-NP-XXXL,Set,3XL,1,INR,737,GONDIYA,441601,IN,FALSE
1224,171-4422587-6968347,4422587,Women,26,11/04/2022,Delivered,Ajio,J0230-SKD-XL,Set,XL,1,INR,1163,NAKODAR,144630,IN,FALSE
1225,402-5787329-2190764,5787329,Women,47,11/04/2022,Cancelled,Amazon,JNE3426-KR-XS,kurta,XS,1,INR,333,KADAPA,516001,IN,FALSE
1226,404-2485892-2327537,2485892,Men,38,11/04/2022,Delivered,Amazon,JNE3423-KR-XXL,kurta,XXL,1,INR,379,BENGALURU,560037,IN,FALSE
1227,402-8503995-0738737,8503995,Women,22,11/04/2022,Delivered,Myntra,JNE3797-KR-A-S,Western Dress,S,1,INR,725,CHENNAI,600112,IN,FALSE
1228,406-6087504-9522731,6087504,Men,35,11/04/2022,Cancelled,Myntra,JNE3468-KR-XL,kurta,XL,1,INR,387,KOLKATA,700039,IN,FALSE
1229,406-4199509-7531504,4199509,Men,46,11/04/2022,Delivered,Myntra,JNE3612-KR-S,kurta,S,1,INR,417,HYDERABAD,500018,IN,FALSE
1230,404-3985944-7931524,3985944,Women,41,11/04/2022,Delivered,Myntra,SET349-KR-NP-M,Set,M,1,INR,1152,KULLU,175138,IN,FALSE
1231,408-1025273-0247564,1025273,Women,22,11/04/2022,Delivered,Meesho,SET327-KR-DPT-XXL,Set,XXL,1,INR,999,Chennai,603103,IN,FALSE
1232,406-9225888-4709100,9225888,Women,23,11/04/2022,Delivered,Amazon,SET324-KR-NP-S,Set,S,1,INR,597,BENGALURU,560073,IN,FALSE
1233,171-9109452-2675541,9109452,Men,38,11/04/2022,Delivered,Nalli,PJ0096-KR-N-5XL,kurta,5XL,1,INR,688,GARULIA,743144,IN,FALSE
1234,403-9160131-5349911,9160131,Men,35,11/04/2022,Delivered,Amazon,JNE3399-KR-XL,kurta,XL,1,INR,435,ROURKELA,770034,IN,FALSE
1235,404-7287435-7165939,7287435,Women,36,11/04/2022,Delivered,Myntra,BTM039-PP-XL,Bottom,XL,1,INR,360,MUMBAI,400025,IN,FALSE
1236,171-5480727-1205935,5480727,Women,18,11/04/2022,Delivered,Flipkart,J0157-DR-S,Western Dress,S,1,INR,659,CHENNAI,600059,IN,FALSE
1237,402-2447093-9720315,2447093,Men,54,11/04/2022,Delivered,Meesho,JNE3776-KR-S,kurta,S,1,INR,301,CHENNAI,600071,IN,FALSE
1238,402-1706520-2668317,1706520,Men,40,11/04/2022,Delivered,Amazon,JNE3639-TP-N-XXL,Top,XXL,1,INR,487,COIMBATORE,641034,IN,FALSE
1239,408-2008379-7377111,2008379,Women,41,11/04/2022,Delivered,Amazon,JNE3802-KR-L,kurta,L,1,INR,453,BENGALURU,560062,IN,FALSE
1240,407-6342847-7656313,6342847,Women,39,11/04/2022,Delivered,Ajio,JNE3630-KR-XL,kurta,XL,1,INR,399,GURUGRAM,122001,IN,FALSE
1241,405-0144548-2018718,144548,Women,37,11/04/2022,Delivered,Meesho,SET331-KR-NP-XL,Set,XL,1,INR,627,NAVI MUMBAI,400708,IN,FALSE
1242,402-4480208-4687517,4480208,Women,57,11/04/2022,Delivered,Myntra,J0095-SET-M,Set,M,1,INR,634,Karur,639002,IN,FALSE
1243,405-0452328-5293956,452328,Women,20,11/04/2022,Delivered,Amazon,JNE3405-KR-XS,kurta,XS,1,INR,399,Lucknow,226022,IN,FALSE
1244,407-7027004-9188308,7027004,Men,32,11/04/2022,Delivered,Nalli,JNE3880-DR-XXXL,Western Dress,3XL,1,INR,564,MORADABAD,244001,IN,FALSE
1245,403-4639579-6487563,4639579,Women,77,11/04/2022,Delivered,Meesho,SET269-KR-NP-XXXL,Set,3XL,1,INR,824,port blair,744101,IN,FALSE
1246,406-8192502-7520314,8192502,Men,39,11/04/2022,Delivered,Amazon,J0341-DR-S,Western Dress,S,1,INR,791,BENGALURU,560068,IN,FALSE
1247,403-1073898-9546707,1073898,Women,51,11/04/2022,Delivered,Myntra,J0008-SKD-S,Set,S,1,INR,1075,CHENNAI,600008,IN,FALSE
1248,403-8105776-5684353,8105776,Women,25,11/04/2022,Delivered,Myntra,SET236-KR-PP-XS,Set,XS,1,INR,678,Baran,325205,IN,FALSE
1249,404-4108433-6669958,4108433,Women,38,11/04/2022,Cancelled,Myntra,SET345-KR-NP-S,Set,S,1,INR,626,GURUGRAM,122001,IN,FALSE
1250,403-7590596-4000312,7590596,Women,71,11/04/2022,Delivered,Myntra,J0301-TP-M,Top,M,1,INR,693,HALDWANI,263139,IN,FALSE
1251,407-7783914-9335507,7783914,Women,55,11/04/2022,Delivered,Myntra,SET183-KR-DH-M,Set,M,1,INR,730,CHENNAI,600032,IN,FALSE
1252,403-9286257-8004308,9286257,Women,22,11/04/2022,Delivered,Amazon,SET116-KR-NP-XXXL,Set,3XL,1,INR,586,NEW DELHI,110086,IN,FALSE
1253,404-6331688-4354744,6331688,Women,34,11/04/2022,Delivered,Amazon,J0148-SET-XXL,Set,XXL,1,INR,636,KOLLAM,691306,IN,FALSE
1254,408-6294340-2996314,6294340,Women,20,11/04/2022,Delivered,Amazon,MEN5021-KR-XL,kurta,XL,1,INR,547,FIROZABAD,283203,IN,FALSE
1255,408-4969347-0339535,4969347,Women,41,11/04/2022,Delivered,Nalli,JNE3560-KR-M,kurta,M,1,INR,544,SURAT,395007,IN,FALSE
1256,407-8321158-5315544,8321158,Women,20,11/04/2022,Delivered,Nalli,J0228-SKD-XXXL,Set,3XL,1,INR,1698,CHENNAI,600099,IN,FALSE
1257,407-6510714-5718730,6510714,Women,29,11/04/2022,Returned,Myntra,NW008-ST-CP-XXL,Set,XXL,1,INR,541,Gurugram,122002,IN,FALSE
1258,407-6510714-5718730,6510714,Women,45,11/04/2022,Returned,Meesho,MEN5022-KR-M,kurta,M,1,INR,549,MUMBAI,400074,IN,FALSE
1259,407-1094625-7097121,1094625,Women,44,11/04/2022,Delivered,Amazon,MEN5025-KR-XXL,kurta,XXL,1,INR,549,Mumbai,400067,IN,FALSE
1260,405-4748558-1637124,4748558,Women,22,11/04/2022,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,INR,399,CHANDIGARH,160035,IN,FALSE
1261,404-6381580-3174701,6381580,Women,40,11/04/2022,Delivered,Amazon,J0283-SET-XL,Set,XL,1,INR,1020,PALAI,686574,IN,FALSE
1262,408-9691516-4093948,9691516,Women,34,11/04/2022,Delivered,Amazon,SAR014,Saree,Free,1,INR,486,BARBIL,758035,IN,FALSE
1263,408-0629022-3110717,629022,Women,32,11/04/2022,Delivered,Amazon,J0230-SKD-S,Set,S,1,INR,1349,NANDYAL,518501,IN,FALSE
1264,171-6838538-3969101,6838538,Women,20,11/04/2022,Delivered,Amazon,SAR018,Saree,Free,1,INR,759,KRISHNAGIRI,635001,IN,FALSE
1265,403-0775906-5565915,775906,Women,55,11/04/2022,Delivered,Flipkart,J0119-TP-XL,Top,XL,1,INR,540,Bengaluru,560033,IN,FALSE
1266,407-4153899-7382706,4153899,Women,38,11/04/2022,Delivered,Amazon,J0008-SKD-XS,Set,XS,1,INR,1075,BHUBANESWAR,751024,IN,FALSE
1267,171-4483599-5864338,4483599,Women,29,11/04/2022,Delivered,Amazon,J0230-SKD-L,Set,L,1,INR,1163,GORAKHPUR,273001,IN,FALSE
1268,406-3796629-7850767,3796629,Women,24,11/04/2022,Delivered,Amazon,JNE3641-TP-N-S,Top,S,1,INR,354,VADODARA,391740,IN,FALSE
1269,407-4018425-4510751,4018425,Men,76,11/04/2022,Delivered,Others,J0335-DR-XS,Western Dress,XS,1,INR,989,KAKINADA,533004,IN,FALSE
1270,404-4788352-4549943,4788352,Women,46,11/04/2022,Delivered,Amazon,JNE3399-KR-M,kurta,M,1,INR,426,BENGALURU,560075,IN,FALSE
1271,407-6680125-5199552,6680125,Women,47,11/04/2022,Delivered,Flipkart,NW013-ST-SR-XL,Set,XL,1,INR,496,JEYPUR,764001,IN,FALSE
1272,404-9068519-3341955,9068519,Women,41,11/04/2022,Returned,Flipkart,JNE3721-KR-L,kurta,L,1,INR,292,MANGRULPIR,444403,IN,FALSE
1273,404-9068519-3341955,9068519,Women,73,11/04/2022,Returned,Myntra,JNE3674-TU-XS,Top,XS,1,INR,798,JAGATSINGHAPUR,754142,IN,FALSE
1274,404-2989740-6307522,2989740,Women,23,11/04/2022,Delivered,Myntra,JNE3665-TP-L,Top,L,1,INR,493,SRIPERUMBUDUR,602105,IN,FALSE
1275,404-2989740-6307522,2989740,Women,44,11/04/2022,Delivered,Amazon,JNE3567-KR-M,kurta,M,1,INR,399,LUCKNOW,226016,IN,FALSE
1276,405-1201776-2028340,1201776,Men,43,11/04/2022,Delivered,Amazon,J0243-DR-XXXL,Ethnic Dress,3XL,1,INR,999,ARANI TIRUVANNAMALAI DISTRICT,632317,IN,FALSE
1277,407-3901170-2823565,3901170,Women,46,11/04/2022,Delivered,Flipkart,J0349-SET-XS,Set,XS,1,INR,801,MUMBAI,400033,IN,TRUE
1278,407-3901170-2823565,3901170,Women,31,11/04/2022,Delivered,Myntra,J0351-SET-XS,Set,XS,1,INR,832,NANPARA,271882,IN,FALSE
1279,407-3901170-2823565,3901170,Women,52,11/04/2022,Delivered,Amazon,J0205-TP-S,Top,S,1,INR,387,BENGALURU,560066,IN,FALSE
1280,403-0728924-5787551,728924,Women,19,11/04/2022,Delivered,Amazon,SET324-KR-NP-M,Set,M,1,INR,607,INDORE,452020,IN,FALSE
1281,171-5683002-3226742,5683002,Women,43,11/04/2022,Returned,Amazon,SET228-KR-PP-A-M,Set,M,1,INR,729,visakhapatnam,530048,IN,FALSE
1282,405-9722357-4855551,9722357,Women,27,11/04/2022,Delivered,Amazon,JNE3674-TU-L,Top,L,1,INR,798,CHENNAI,600054,IN,FALSE
1283,404-3662074-1824331,3662074,Women,20,11/04/2022,Returned,Amazon,MEN5004-KR-XXXL,kurta,3XL,1,INR,698,KOLKATA,700107,IN,FALSE
1284,171-2438166-4173142,2438166,Women,52,11/04/2022,Delivered,Amazon,J0181-TP-XXXL,Top,3XL,1,INR,399,NEW DELHI,110018,IN,FALSE
1285,403-6820480-4223500,6820480,Women,23,11/04/2022,Delivered,Flipkart,JNE1408-KR-UDF19-A-M,kurta,M,1,INR,376,KOZHIKODE,673001,IN,FALSE
1286,408-1750809-0165118,1750809,Men,28,11/04/2022,Delivered,Myntra,JNE3798-KR-A-XS,Western Dress,XS,1,INR,771,HYDERABAD,500045,IN,FALSE
1287,406-7894827-4294713,7894827,Women,29,11/04/2022,Delivered,Amazon,JNE3465-KR-XXXL,kurta,3XL,1,INR,523,BENGALURU,560050,IN,FALSE
1288,404-5359308-3249144,5359308,Women,24,11/04/2022,Delivered,Amazon,JNE3573-KR-XS,kurta,XS,1,INR,381,KALABURGI,585102,IN,FALSE
1289,404-9083028-6009116,9083028,Men,61,11/04/2022,Delivered,Flipkart,JNE3800-KR-A-XL,Western Dress,XL,1,INR,725,VASAI VIRAR,401202,IN,FALSE
1290,402-8259194-4068347,8259194,Women,34,11/04/2022,Delivered,Myntra,SET331-KR-NP-M,Set,M,1,INR,613,KOZHIKODE,673001,IN,FALSE
1291,402-4731403-9756349,4731403,Women,73,11/04/2022,Delivered,Amazon,SET348-KR-NP-M,Set,M,1,INR,968,MUMBAI,400026,IN,FALSE
1292,405-6035246-7525132,6035246,Women,27,11/04/2022,Delivered,Flipkart,J0009-SKD-L,Set,L,1,INR,838,DALHOUSIE,176305,IN,FALSE
1293,407-5687079-8912352,5687079,Women,75,11/04/2022,Delivered,Ajio,JNE3546-KR-M,kurta,M,1,INR,468,BENGALURU,562125,IN,FALSE
1294,171-3334901-4793937,3334901,Women,40,11/04/2022,Delivered,Flipkart,J0119-TP-S,Top,S,1,INR,574,BAREILLY,243502,IN,FALSE
1295,404-6920467-2129930,6920467,Women,44,11/04/2022,Delivered,Flipkart,JNE3560-KR-M,kurta,M,1,INR,544,Tiruchirappalli,620001,IN,FALSE
1296,404-6920467-2129930,6920467,Women,57,11/04/2022,Delivered,Ajio,JNE3560-KR-XL,kurta,XL,1,INR,481,SECUNDERABAD,500017,IN,FALSE
1297,407-3698261-4923526,3698261,Women,41,11/04/2022,Delivered,Amazon,SET405-KR-NP-L,Set,L,1,INR,725,BENGALURU,560016,IN,FALSE
1298,407-4288404-1444330,4288404,Women,18,11/04/2022,Delivered,Flipkart,J0132-KR-L,kurta,L,1,INR,362,MORADABAD,244001,IN,FALSE
1299,406-9156153-5312334,9156153,Women,72,11/04/2022,Delivered,Myntra,J0331-KR-L,kurta,L,1,INR,832,BENGALURU,560068,IN,FALSE
1300,406-0906395-7833969,906395,Women,36,11/04/2022,Delivered,Flipkart,J0230-SKD-S,Set,S,1,INR,999,GUNTUR,522007,IN,FALSE
1301,406-0723620-7392369,723620,Women,66,11/04/2022,Delivered,Amazon,JNE3773-KR-XL,kurta,XL,1,INR,280,GUNTUR,522017,IN,FALSE
1302,402-2273092-0118706,2273092,Women,20,11/04/2022,Delivered,Amazon,J0008-SKD-S,Set,S,1,INR,1065,HYDERABAD,500013,IN,FALSE
1303,171-3012152-7737908,3012152,Women,25,11/04/2022,Delivered,Amazon,SET128-KR-DH-XXL,Set,XXL,1,INR,921,MUMBAI,400005,IN,FALSE
1304,405-9259471-2737922,9259471,Women,40,11/04/2022,Delivered,Myntra,JNE2014-KR-178-XL,kurta,XL,1,INR,330,AURANGABAD,431005,IN,FALSE
1305,403-1302840-4065911,1302840,Men,45,11/04/2022,Delivered,Flipkart,JNE3644-TP-N-XXL,Top,XXL,1,INR,299,BENGALURU,560042,IN,FALSE
1306,406-1876196-6084306,1876196,Men,43,11/04/2022,Delivered,Flipkart,SAR021,Saree,Free,1,INR,399,DHARWAD,580007,IN,FALSE
1307,403-4476173-7678703,4476173,Women,51,11/04/2022,Delivered,Amazon,J0230-SKD-L,Set,L,1,INR,969,NEW DELHI,110010,IN,FALSE
